scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V884,,contre,contre,contre,False,"l'amendement de suppression n° 78 de M. Villedieu à l'article 26 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V883,,pour,pour,pour,False,"l'article 12 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V881,pour,pour,pour,contre,False,"l'amendement de suppression n° 4 de M. Guitton et les amendements identiques suivants à l'article 11 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V880,pour,pour,abstention,contre,False,"l'amendement de suppression n° 3 de M. Guitton et les amendements identiques suivants à l'article 9 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V879,,pour,pour,pour,False,"l'amendement de suppression n° 19 de M. Bernalicis et l'amendement identique suivant à l'article 8 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V878,,pour,pour,pour,False,"l'amendement de suppression n° 15 de Mme Amrani et l'amendement identique suivant à l'article 7 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V877,,contre,contre,contre,False,"l'amendement n° 61 (rect.) de M. Labaronne à l'article 5 bis du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V887,,pour,pour,pour,False,"l'amendement n° 6 de M. Raphaël Gérard après l'article 31 du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans les domaines de l'économie, de la santé, du travail, des transports et de l'agriculture (première lecture).",scrutin public ordinaire,2023-01-24,False
VTANR5L16V889,pour,pour,pour,pour,True,l'article unique du projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume des Pays-Bas relatif à la coopération en matière de défense et au statut de leurs forces sur les territoires caribéens et sud-américain de la République française et du Royaume des Pays-Bas (première lecture).,scrutin public ordinaire,2023-01-25,False
VTANR5L16V890,,pour,,pour,False,l'ensemble de la proposition de loi sur le déroulement des élections sénatoriales (première lecture).,scrutin public ordinaire,2023-01-25,False
VTANR5L16V891,,abstention,pour,abstention,False,l'ensemble de la proposition de loi visant à limiter l'engrillagement des espaces naturels et à protéger la propriété privée (deuxième lecture).,scrutin public ordinaire,2023-01-25,False
VTANR5L16V905,pour,contre,contre,contre,False,l'ensemble de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier et amplification des encarts publicitaires destinés à informer le public sur la transition écologique (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V903,pour,contre,contre,contre,False,l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V902,,pour,pour,pour,False,l'amendement n° 18 de M. Brosse à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V904,,contre,contre,contre,False,l'article 2 de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V900,contre,pour,pour,pour,False,l'amendement n° 27 de M. Delautrette à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V894,contre,abstention,pour,abstention,False,l'amendement n° 17 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V896,contre,abstention,pour,abstention,False,l'amendement n° 7 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V897,contre,contre,pour,abstention,False,l'ensemble du projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V893,contre,contre,pour,contre,False,l'amendement n° 2 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V895,contre,abstention,pour,abstention,False,l'amendement n° 18 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V898,contre,pour,pour,pour,False,l'amendement de suppression n° 16 de Mme Cousin et les amendements identiques suivants à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V899,contre,pour,pour,pour,False,l'amendement n° 28 de M. Delautrette à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V892,abstention,contre,pour,abstention,False,l'amendement n° 16 du Gouvernement au projet de loi relatif à l'accélération de la production d'énergies renouvelables (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V901,,abstention,,contre,False,l'amendement n° 8 de M. Bovet à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,False
VTANR5L16V907,pour,abstention,pour,pour,False,"l'ensemble du projet de loi, adopté par le Sénat, autorisant l’approbation de l’accord pour la mise en place d’un mécanisme d’échange et de partage de l’information maritime dans l’océan Indien occidental et de l’accord régional sur la coordination des opérations en mer dans l’océan Indien occidental (première lecture).",scrutin public ordinaire,2023-02-01,False
VTANR5L16V906,abstention,contre,pour,abstention,False,"l'ensemble du projet de loi autorisant l’approbation de la convention d’entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de la République du Sénégal, et de la convention d’extradition entre le Gouvernement de la République française et le Gouvernement de la République du Sénégal (première lecture).",scrutin public ordinaire,2023-02-01,False
VTANR5L16V908,pour,pour,pour,pour,True,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).",scrutin public ordinaire,2023-02-06,False
VTANR5L16V910,pour,pour,pour,pour,True,l'amendement de suppression n° 114 de M. Fabrice Brun et les amendements identiques suivants à l'article liminaire du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-07,False
VTANR5L16V912,pour,pour,pour,pour,True,la demande de constitution d’une commission spéciale pour l’examen de la proposition de loi pour une retraite universellement juste.,scrutin public ordinaire,2023-02-07,False
VTANR5L16V913,pour,pour,pour,pour,True,l'amendement de suppression n° 540 de M. Delaporte et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-07,False
VTANR5L16V914,pour,pour,pour,pour,True,l'amendement n° 684 de M. Guedj et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-07,False
VTANR5L16V911,contre,contre,contre,contre,True,l'article liminaire du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-07,False
VTANR5L16V920,pour,pour,pour,pour,True,l'amendement n° 435 de Mme Ménard et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V922,pour,pour,pour,pour,True,l'amendement n° 687 de M. Guedj et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V921,pour,pour,pour,pour,True,l'amendement n° 686 de M. Guedj et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V915,pour,pour,pour,pour,True,l'amendement n° 17533 de M. Lecoq à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V919,pour,pour,pour,pour,True,l'amendement n° 17529 de M. Chailloux à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V918,pour,pour,pour,pour,True,l'amendement n° 17470 de M. Dharréville à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V917,pour,pour,pour,pour,True,l'amendement n° 697 de M. Guedj à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V916,pour,pour,pour,pour,True,l'amendement n° 18063 de M. Jumel à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-08,False
VTANR5L16V938,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à renforcer l'ordonnance de protection (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V936,pour,pour,pour,pour,True,l'amendement n° 35 de M. Balanant et les amendements identiques suivants après l'article 2 de la proposition de loi visant à mieux protéger et accompagner les enfants victimes et co-victimes de violences intrafamiliales (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V935,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V934,pour,pour,pour,pour,True,l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V933,pour,pour,pour,pour,True,l'article 1er de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V932,pour,pour,pour,pour,True,l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V931,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à assurer un repas à un euro pour tous les étudiants (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V930,pour,pour,pour,pour,True,l'amendement n° 12 de Mme Keloua Hachi au titre de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V937,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à mieux protéger et accompagner les enfants victimes et co-victimes de violences intrafamiliales (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V929,pour,pour,pour,pour,True,l'article 2 de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V928,pour,,contre,contre,False,l'amendement n° 9 de M. Bilde après l'article premier de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V927,pour,pour,pour,pour,True,l'article premier de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V926,pour,pour,pour,pour,True,l'amendement n° 19 de Mme Calvez et les amendements identiques suivants à l'article premier de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V925,pour,pour,pour,pour,True,l'amendement n° 11 de Mme Keloua Hachi à l'article premier de la proposition de loi visant à garantir un tarif réduit aux étudiants boursiers et précaires dans les sites de restauration gérés par les centres régionaux des oeuvres universitaires (première lecture).,scrutin public ordinaire,2023-02-09,False
VTANR5L16V924,pour,pour,pour,pour,True,l'ensemble de la proposition de résolution tendant à la création d'une commission d'enquête sur le coût de la vie dans les collectivités territoriales régies par les articles 73 et 74 de la Constitution.,scrutin public ordinaire,2023-02-09,False
VTANR5L16V923,contre,,contre,contre,False,le sous-amendement n° 10 de Mme Laporte à l'amendement n° 8 de M. Hajjar au titre de la proposition de résolution tendant à la création d'une commission d'enquête sur le coût de la vie dans les départements et régions d'outre-mer.,scrutin public ordinaire,2023-02-09,False
VTANR5L16V941,pour,pour,pour,pour,True,l'amendement n° 1050 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V947,contre,contre,contre,contre,True,l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V946,pour,pour,pour,pour,True,l'amendement n° 1088 de M. Tavel et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V945,pour,pour,pour,pour,True,l'amendement n° 1055 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V944,pour,pour,pour,pour,True,l'amendement n° 1054 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V943,pour,pour,pour,pour,True,l'amendement n° 1053 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V942,pour,pour,pour,pour,True,l'amendement n° 1051 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V950,pour,pour,abstention,pour,False,l'amendement n° 14810 de M. Lecoq à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V940,pour,pour,pour,pour,True,l'amendement n° 1049 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V948,contre,contre,contre,contre,True,l'amendement n° 19661 de M. Ferracci après l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V951,pour,pour,pour,pour,True,l'amendement n° 14811 de M. Monnet à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V939,pour,pour,pour,pour,True,l'amendement n° 1047 de M. Ruffin et les amendements identiques suivants à l'article premier du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V952,pour,pour,pour,pour,True,l'amendement n° 14814 de M. Peu à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V949,pour,pour,abstention,pour,False,l'amendement n° 439 de Mme Ménard et les amendements identiques suivants à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-10,False
VTANR5L16V956,pour,pour,pour,pour,True,l'amendement n° 50 de M. Mathiasin à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V957,pour,pour,pour,pour,True,l'amendement n° 746 de M. Guedj et les amendements identiques suivants à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V962,pour,pour,pour,pour,True,l'amendement n° 580 de Mme Rixain et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V958,,abstention,pour,abstention,False,l'amendement n° 14104 de M. Marchio à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V960,pour,pour,pour,pour,True,l'amendement n° 738 de M. Guedj et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V961,,pour,pour,pour,False,l'amendement n° 422 de M. Colombani et les amendements identiques suivants à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V963,pour,,pour,contre,False,l'amendement n° 14629 de M. Gillet à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V955,pour,pour,pour,pour,True,l'amendement n° 1098 de M. Ruffin et les amendements identiques suivants à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V959,abstention,,contre,,False,l'amendement n° 14172 de M. Baubry à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V953,pour,pour,pour,pour,True,l'amendement n° 16733 de M. Peytavie à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V954,pour,pour,pour,pour,True,l'amendement n° 737 de M. Guedj à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-13,False
VTANR5L16V972,contre,contre,contre,contre,True,l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V971,contre,contre,contre,contre,True,l'amendement n° 19727 de M. Christophe à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V970,abstention,abstention,contre,abstention,False,l'amendement n° 436 de Mme Bonnivard et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V969,pour,pour,contre,abstention,False,l'amendement n° 113 de Mme Bonnivard et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V968,pour,pour,pour,pour,True,l'amendement n° 19138 (rect.) de Mme Bassire et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V967,pour,pour,pour,pour,True,l'amendement n° 809 de M. Delaporte et l'amendement identique suivant à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V966,abstention,contre,contre,abstention,False,l'amendement n° 20313 de M. Maillard à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V965,contre,contre,contre,contre,True,l'amendement n° 20403 de M. Croizier à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V964,pour,pour,pour,pour,True,l'amendement n° 470 de M. de Courson à l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-14,False
VTANR5L16V980,abstention,abstention,,,False,l'amendement n° 16625 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V981,pour,pour,pour,pour,True,l'amendement n° 3129 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V982,pour,pour,pour,pour,True,l'amendement n° 16464 de Mme Tabarot après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V983,pour,pour,pour,pour,True,l'amendement n° 465 de Mme Ménard et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V978,pour,pour,pour,pour,True,l'amendement n° 637 de M. Panifous après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V984,contre,contre,contre,contre,True,l'amendement n° 19879 de M. Bazin après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V985,contre,abstention,contre,contre,False,l'amendement n° 16634 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V977,pour,pour,abstention,pour,False,l'amendement n° 636 de M. Nadeau après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V986,pour,pour,pour,pour,True,l'amendement n° 2812 de M. Bernalicis et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V987,pour,pour,pour,pour,True,l'amendement n° 3130 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V988,abstention,contre,pour,contre,False,l'amendement n° 19834 de Mme Rist et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V979,pour,pour,pour,pour,True,l'amendement n° 2811 de M. Bernalicis et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V975,contre,contre,contre,contre,True,l'amendement n° 15638 de M. Allisio après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V976,pour,pour,pour,pour,True,l'amendement n° 1524 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V973,pour,pour,pour,pour,True,l'amendement n° 1513 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V974,pour,pour,pour,pour,True,l'amendement n° 1523 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,False
VTANR5L16V1015,pour,pour,pour,pour,True,l'amendement n° 5754 de M. Prud'homme après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V997,pour,pour,pour,pour,True,l'amendement n° 6642 de Mme Trouvé après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V996,pour,pour,pour,pour,True,l'amendement n° 6600 de M. Clouet après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V995,pour,pour,pour,pour,True,l'amendement n° 4508 de Mme Etienne après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V994,pour,pour,pour,pour,True,l'amendement n° 10731 de M. Coulomme après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1017,pour,pour,pour,pour,True,l'amendement n° 1659 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V993,pour,pour,pour,pour,True,l'amendement n° 4506 de Mme Etienne après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V992,pour,pour,pour,pour,True,l'amendement n° 3103 de Mme Maximi et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V991,pour,pour,pour,pour,True,l'amendement n° 5302 de Mme Trouvé et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V990,pour,pour,pour,pour,True,l'amendement n° 3112 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1000,pour,pour,pour,pour,True,l'amendement n° 5626 de Mme Panot et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V989,pour,pour,pour,pour,True,l'amendement n° 2813 de M. Bernalicis et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1009,pour,pour,pour,pour,True,l'amendement n° 6655 de M. Laisney après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1012,pour,pour,pour,pour,True,l'amendement n° 4723 de Mme Etienne et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
