scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V333,pour,pour,pour,pour,True,l'amendement n° 3054 de M. Colombani après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V332,pour,pour,pour,pour,True,l'amendement n° 1834 de M. Coquerel et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V329,contre,contre,contre,contre,True,l'amendement n° 442 de M. Pauget et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V330,pour,pour,pour,pour,True,l'amendement n° 1063 de Mme Sas après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V328,pour,pour,pour,pour,True,l'amendement n° 2663 de Mme Pires Beaune après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V327,contre,contre,contre,contre,True,l'amendement n° 2467 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V326,pour,pour,pour,pour,True,l'amendement n° 1039 de M. Sansu après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V324,pour,pour,pour,pour,True,l'amendement n° 1744 de Mme Leduc et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V322,pour,pour,pour,pour,True,l'amendement n° 2451 de Mme Sas après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V331,contre,contre,contre,contre,True,l'amendement n° 553 de M. Lottiaux après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V325,pour,pour,pour,pour,True,l'amendement n° 2657 de M. Philippe Brun après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V323,pour,pour,pour,pour,True,l'amendement n° 1760 de M. Potier et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,False
VTANR5L16V338,contre,contre,abstention,contre,False,l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V339,contre,abstention,pour,contre,False,l'amendement n° 3339 de M. Jolivet après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V340,contre,contre,pour,abstention,False,l'amendement n°1562 de Mme Bonnivard après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V341,pour,pour,pour,pour,True,l'amendement n° 2012 de M. Echaniz après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V342,pour,pour,pour,pour,True,l'amendement n° 1956 de M. Echaniz après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V343,,contre,contre,contre,False,l'amendement n° 113 de M. Descoeur et l'amendement identique suivant après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V344,,contre,contre,contre,False,l'amendement n° 673 de Mme Valentin et l'amendement identique suivant après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V345,pour,abstention,contre,contre,False,l'amendement n° 111 de M. Descoeur et les amendements identiques suivants après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V346,pour,abstention,pour,pour,False,l'amendement n° 3140 de la commission des finances et les amendements identiques suivants après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V347,,contre,contre,contre,False,l'amendement n° 193 de M. Bourgeaux et les amendements identiques suivants après l'article 4 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-18,False
VTANR5L16V348,contre,contre,contre,contre,True,l'amendement n° 201 de M. Bilde à l'article 25 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-19,False
VTANR5L16V349,contre,contre,pour,pour,False,l'article 25 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-19,False
VTANR5L16V357,pour,pour,pour,pour,True,l'article 4 du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V356,,,,contre,False,l'amendement n° 914 de Mme Mélin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V355,pour,pour,pour,pour,True,l'article 3 du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V354,pour,pour,pour,pour,True,l'amendement n° 1112 de M. Dharréville à l'article 3 du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V353,contre,contre,contre,contre,True,la première partie du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V352,contre,,abstention,abstention,False,l'article 2 et l'annexe A du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V351,contre,contre,contre,contre,True,l'article premier du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-20,False
VTANR5L16V350,pour,pour,pour,pour,True,"la motion de rejet préalable, déposée par M. Boris Vallaud, du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).",scrutin public ordinaire,2022-10-20,False
VTANR5L16V358,pour,pour,pour,pour,True,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mmes Cyrielle Chatelain et Mathilde Panot, MM. Boris Vallaud et André Chassaigne et 147 membres de l'Assemblée.",scrutin public solennel,2022-10-24,True
VTANR5L16V359,,pour,,,False,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mme Marine Le Pen et 89 membres de l'Assemblée.",scrutin public solennel,2022-10-24,True
VTANR5L16V360,pour,pour,pour,pour,True,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par M. Boris Vallaud, Mmes Mathilde Panot et Cyrielle Chatelain, M. André Chassaigne et 146 membres de l'Assemblée.",scrutin public solennel,2022-10-24,True
VTANR5L16V378,pour,pour,pour,pour,True,l'amendement n° 603 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V377,pour,pour,pour,pour,True,l'amendement n° 2168 de Mme Rabault après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V376,pour,pour,pour,pour,True,l'amendement n° 2212 de Mme Rabault après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V375,pour,pour,pour,pour,True,l'amendement n° 609 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V374,pour,pour,pour,pour,True,l'amendement n° 868 de M. Hetzel après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V373,pour,pour,pour,pour,True,l'amendement n° 697 de M. Potier après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V372,pour,pour,pour,pour,True,l'amendement n° 484 (rect.) de la commission des affaires sociales et l'amendement identique suivant après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V370,pour,pour,pour,pour,True,l'amendement n° 708 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V371,pour,pour,pour,pour,True,l'amendement n° 500 de la commission des affaires sociales et l'amendement identique suivant après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V368,pour,pour,pour,pour,True,l'amendement n° 608 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V367,pour,pour,pour,pour,True,l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V366,,pour,pour,pour,False,l'amendement n° 2129 de Mme Fiat à l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V365,pour,pour,pour,pour,True,l'amendement n° 530 de la commission des affaires sociales et l'amendement identique suivant à l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V364,pour,pour,pour,pour,True,l'amendement n° 595 de M. Guedj à l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V363,pour,pour,pour,pour,True,l'amendement n° 2229 de Mme Fiat à l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V362,pour,pour,pour,pour,True,l'amendement n° 2752 de Mme Janvier et les amendements identiques suivants à l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V361,contre,contre,contre,contre,True,l'ensemble du projet de loi de programmation des finances publiques pour les années 2023 à 2027 (première lecture).,scrutin public solennel,2022-10-25,False
VTANR5L16V369,pour,pour,pour,pour,True,l'amendement n° 706 de M. Guedj après l'article 32 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-25,False
VTANR5L16V388,abstention,abstention,abstention,abstention,True,l'amendement n° 782 de M. Breton à l'article 36 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,False
VTANR5L16V386,pour,pour,pour,pour,True,l'amendement n° 1306 de Mme Fiat après l'article 34 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,False
