acteurRef,axe 1,axe 2,organe,nom,prenom,civ,libelleAbrev,couleurAssociee
PA1008,-15.750636387821444,-6.356834585125437,PO800496,David,Alain,M.,SOC,#DF84B5
PA1206,-6.43963309361177,1.3913688153858286,PO793087,Dupont-Aignan,Nicolas,M.,NI,#8D949A
PA1327,4.607919135762873,3.6236940111761298,PO800508,Forissier,Nicolas,M.,LR,#4565AD
PA1567,-12.969329396045623,-5.880126224794477,PO800496,Guedj,Jérôme,M.,SOC,#DF84B5
PA1592,0.48865728515037854,1.149011968829037,PO793087,Habib,David,M.,NI,#8D949A
PA1630,1.0563929407811012,2.1968655054730544,PO800508,Herbillon,Michel,M.,LR,#4565AD
PA1874,-3.045764570161914,1.969432803785018,PO800508,Le Fur,Marc,M.,LR,#4565AD
PA2449,14.208559649999788,-0.9521565659501248,PO800538,Pont,Jean-Pierre,M.,RE,#61468F
PA266788,-2.979262315833976,-0.8741264497470453,PO800532,Morel-À-L'Huissier,Pierre,M.,LIOT,#F8D434
PA266793,0.827565321962078,5.788701670610071,PO800508,Bony,Jean-Yves,M.,LR,#4565AD
PA266797,3.012917103806422,4.546224536261215,PO800508,Gosselin,Philippe,M.,LR,#4565AD
PA266808,-2.0629838524872133,1.2797099958625764,PO800508,Rolland,Vincent,M.,LR,#4565AD
PA267042,4.801472938132523,2.3044410591318143,PO800514,Favennec-Bécot,Yannick,M.,HOR,#32B3CA
PA267306,-9.490163640301974,-3.4554363871401197,PO800502,Chassaigne,André,M.,GDR-NUPES,#991414
PA267318,4.9300135709136335,1.0980504795382402,PO800538,Grelier,Jean-Carles,M.,RE,#61468F
PA267324,1.4181947750733654,3.228039685372542,PO800508,Gaultier,Jean-Jacques,M.,LR,#4565AD
PA267336,19.41737483963674,-0.7309400496257348,PO800538,Giraud,Joël,M.,RE,#61468F
PA267429,3.7359914614873224,6.417346597761412,PO800508,Cinieri,Dino,M.,LR,#4565AD
PA267766,-3.4321931145979794,-0.20992441585595095,PO800532,Bricout,Guy,M.,LIOT,#F8D434
PA267794,-2.4965333283139026,1.6135510176178907,PO800508,Tabarot,Michèle,Mme,LR,#4565AD
PA267901,0.06243869658191378,1.8363194115676464,PO800508,Kamardine,Mansour,M.,LR,#4565AD
PA2952,-3.1370147774188863,-0.647868927613325,PO800532,Warsmann,Jean-Luc,M.,LIOT,#F8D434
PA2960,8.48415489566376,0.27463360885509364,PO800538,Woerth,Éric,M.,RE,#61468F
PA309643,-4.1919682743795414,0.675484105715169,PO793087,Besse,Véronique,Mme,NI,#8D949A
PA330008,-0.20282545235579164,4.1245647113023916,PO800508,Breton,Xavier,M.,LR,#4565AD
PA330240,1.0328181011562727,2.7428914615675537,PO800508,Ciotti,Éric,M.,LR,#4565AD
PA330909,2.030155524982796,6.116441073181939,PO800508,Descoeur,Vincent,M.,LR,#4565AD
PA331582,12.194168859356235,-0.29519087240373026,PO800484,Vigier,Philippe,M.,DEM,#CE5215
PA331835,8.807244482749278,-0.06169910110245136,PO800538,Iborra,Monique,Mme,RE,#61468F
PA332228,8.355906647556788,3.448039820274107,PO800514,Benoit,Thierry,M.,HOR,#32B3CA
PA332523,5.696753248283637,5.54299505053754,PO800508,Dalloz,Marie-Christine,Mme,LR,#4565AD
PA333285,-10.43711033793455,-5.0721752204876775,PO800496,Garot,Guillaume,M.,SOC,#DF84B5
PA333421,-3.311724789820465,-1.220742367518685,PO800532,Pancher,Bertrand,M.,LIOT,#F8D434
PA334116,8.414400139162229,-0.2718888203296226,PO800538,Maquet,Jacqueline,Mme,RE,#61468F
PA335054,-11.537834821698205,-4.221036499083538,PO800496,Karamanli,Marietta,Mme,SOC,#DF84B5
PA335612,-11.462396554442734,-4.298719001712043,PO800502,Lecoq,Jean-Paul,M.,GDR-NUPES,#991414
PA335999,-7.130934405807395,-4.577107380889358,PO800526,Batho,Delphine,Mme,ECOLO,#77AA79
PA340343,-9.681964507884686,-5.543059970582219,PO800496,Saulignac,Hervé,M.,SOC,#DF84B5
PA340643,17.810598688758958,-0.8451592324163355,PO800538,Royer-Perreaut,Lionel,M.,RE,#61468F
PA342196,-10.30572519799199,-2.972809307009973,PO800496,Rouaux,Claudia,Mme,SOC,#DF84B5
PA342240,2.756753332127837,4.939780140721384,PO800508,Bourgeaux,Jean-Luc,M.,LR,#4565AD
PA342384,-14.436297110423455,-6.834442571560437,PO800490,Martin,Élisa,Mme,LFI-NUPES,#E42313
PA342415,-12.401990385734049,-7.473478570771113,PO800496,Battistel,Marie-Noëlle,Mme,SOC,#DF84B5
PA344201,-14.74412324470615,-5.510989792793013,PO800496,Petit,Bertrand,M.,SOC,#DF84B5
PA345722,15.37222965564901,-2.2415149945385053,PO800538,Le Grip,Constance,Mme,RE,#61468F
PA346054,2.4076290665948563,5.1884308151326906,PO800508,Maquet,Emmanuel,M.,LR,#4565AD
PA346782,3.4773954879057287,4.796040425625747,PO800508,Juvin,Philippe,M.,LR,#4565AD
PA421348,-1.6079064138441277,-1.0243685684208192,PO800514,Villiers,André,M.,HOR,#32B3CA
PA588884,-11.20490200895508,-4.296931217341971,PO800490,Autain,Clémentine,Mme,LFI-NUPES,#E42313
PA605036,2.996511847605115,1.01593863428942,PO800538,Abad,Damien,M.,RE,#61468F
PA605069,-9.693728474918586,-4.11581936057071,PO800532,Bricout,Jean-Louis,M.,LIOT,#F8D434
PA605694,5.169994679433099,1.158680984447975,PO800484,Falorni,Olivier,M.,DEM,#CE5215
PA605745,-17.271929551247,-6.076376812526742,PO800502,Sansu,Nicolas,M.,GDR-NUPES,#991414
PA605782,5.288780302092487,-2.120924099156315,PO800514,Marcangeli,Laurent,M.,HOR,#32B3CA
PA605963,18.746013163878434,-2.7418451441227463,PO800538,Alauzet,Éric,M.,RE,#61468F
PA605991,2.8654323762121057,3.22469518058093,PO800508,Genevard,Annie,Mme,LR,#4565AD
PA606098,2.1129292020514425,5.400330871880245,PO800508,Marleix,Olivier,M.,LR,#4565AD
PA606507,13.539731199072298,-0.31388324538892937,PO800538,Boudié,Florent,M.,RE,#61468F
PA606639,3.1983760551338434,0.7455392480754353,PO800538,Vignal,Patrick,M.,RE,#61468F
PA607090,4.3742385364964,7.572667788307453,PO800508,Vigier,Jean-Pierre,M.,LR,#4565AD
PA607193,11.097484963315292,-1.8642390224977723,PO800538,Errante,Sophie,Mme,RE,#61468F
PA607395,11.185687468066908,-0.10701981653952551,PO800538,Travert,Stéphane,M.,RE,#61468F
PA607553,-9.08747663387096,-6.046576516860513,PO800496,Potier,Dominique,M.,SOC,#DF84B5
PA607619,-7.442278962456202,-2.244600467430833,PO800532,Molac,Paul,M.,LIOT,#F8D434
PA608016,7.3671006828485215,6.901518611653332,PO800508,Louwagie,Véronique,Mme,LR,#4565AD
PA608172,-15.933986694065263,-9.011950306916434,PO800496,Pires Beaune,Christine,Mme,SOC,#DF84B5
PA608416,2.327488190136501,5.668542412697159,PO800508,Hetzel,Patrick,M.,LR,#4565AD
PA608695,-10.539356668711772,-4.585036135114618,PO800496,Untermaier,Cécile,Mme,SOC,#DF84B5
PA608826,2.8233499314240125,3.0854975072184883,PO800508,Duby-Muller,Virginie,Mme,LR,#4565AD
PA609332,-9.83761084855211,-4.178268254109834,PO800496,Faure,Olivier,M.,SOC,#DF84B5
PA609520,2.6854366681379993,-1.195466615489483,PO800538,Pompili,Barbara,Mme,RE,#61468F
PA609590,-8.784108826429947,-3.5917479457300496,PO800496,Rabault,Valérie,Mme,SOC,#DF84B5
PA610002,-16.858029183657706,-9.220726557816874,PO800526,Sas,Eva,Mme,ECOLO,#77AA79
PA610654,-16.23907621324691,-5.814470061736146,PO800490,Nilor,Jean-Philippe,M.,LFI-NUPES,#E42313
PA642695,14.685400294333336,-2.1147196490900066,PO800538,Bothorel,Éric,M.,RE,#61468F
PA642764,-7.524060249382452,-2.3806303495953727,PO800496,Aviragnet,Joël,M.,SOC,#DF84B5
PA642847,0.23761414038692108,5.109399115191933,PO800508,Bazin,Thibault,M.,LR,#4565AD
PA642868,14.8301337250472,-0.5923350175224733,PO800514,Christophe,Paul,M.,HOR,#32B3CA
PA642988,-9.366883195007917,11.327262244985375,PO800520,de Lépinau,Hervé,M.,RN,#35495E
PA643089,-1.9416633178372291,0.6373859768164647,PO800508,Thiériot,Jean-Louis,M.,LR,#4565AD
PA643134,1.7135746567005388,4.8087708056047,PO800508,Valentin,Isabelle,Mme,LR,#4565AD
PA643143,-12.936143026060007,-5.434746749961471,PO800496,Baptiste,Christian,M.,SOC,#DF84B5
PA643157,-11.876528207062798,-5.302860318312931,PO800496,Naillet,Philippe,M.,SOC,#DF84B5
PA643175,12.811925787468653,-2.4373443644018087,PO800538,Dupont,Stella,Mme,RE,#61468F
PA643184,15.381489265291936,-0.7823273562381012,PO800538,Klinkert,Brigitte,Mme,RE,#61468F
PA643192,-15.775464837464366,-8.244955791438317,PO800496,Jourdan,Chantal,Mme,SOC,#DF84B5
PA677483,7.170163364669763,-2.913206475175828,PO800538,Mazars,Stéphane,M.,RE,#61468F
PA695100,-3.6571394381133393,-0.2466815617372195,PO800508,Habib,Meyer,M.,LR,#4565AD
PA712014,13.051617980626617,0.16483762892197812,PO800538,Ledoux,Vincent,M.,RE,#61468F
PA712015,2.4790984401411897,4.531636958654188,PO800508,Dive,Julien,M.,LR,#4565AD
PA717379,24.42990903886332,-5.085417804144315,PO800538,Maillard,Sylvain,M.,RE,#61468F
PA718674,14.965994347426186,-2.112938845045625,PO800538,Givernet,Olga,Mme,RE,#61468F
PA718710,16.83182707912917,-2.12793410775887,PO800538,Boyer,Pascale,Mme,RE,#61468F
PA718784,-1.8698415036411187,2.192738809664779,PO800508,Pauget,Éric,M.,LR,#4565AD
PA718838,-3.916660159457531,1.6041514058190494,PO800508,Brun,Fabrice,M.,LR,#4565AD
PA718850,0.45721002431195934,5.999570028855534,PO800508,Cordier,Pierre,M.,LR,#4565AD
PA718860,-7.033451987065437,-2.955051432694578,PO800490,Taurine,Bénédicte,Mme,LFI-NUPES,#E42313
PA718884,1.241271685769536,3.947671401614921,PO800508,Bazin-Malgras,Valérie,Mme,LR,#4565AD
PA718910,7.895120702177816,0.11286159123913858,PO800538,Pitollat,Claire,Mme,RE,#61468F
PA718926,-13.640785364652196,-2.7266406370489222,PO800502,Dharréville,Pierre,M.,GDR-NUPES,#991414
PA718930,15.508493717798672,0.13557730622167838,PO800538,Petel,Anne-Laurence,Mme,RE,#61468F
PA718962,12.395462283148012,-1.133603702542069,PO800538,Zulesi,Jean-Marc,M.,RE,#61468F
PA718978,14.937536200484125,-1.5310303433921202,PO800484,Laqhila,Mohamed,M.,DEM,#CE5215
PA719006,11.17114769243603,-1.4928256934251274,PO800538,Le Vigoureux,Fabrice,M.,RE,#61468F
PA719024,12.184351032477611,-2.2081521690817976,PO800484,Blanchet,Christophe,M.,DEM,#CE5215
PA719032,18.269728770772424,-2.021086394718298,PO800538,Bouyx,Bertrand,M.,RE,#61468F
PA719052,9.909470718292095,1.033660481575276,PO800514,Kervran,Loïc,M.,HOR,#32B3CA
PA719072,4.66350279375974,-3.388306070362941,PO800514,Mesnier,Thomas,M.,HOR,#32B3CA
PA719080,12.732379083723869,-3.7081354207447412,PO800538,Marsaud,Sandra,Mme,RE,#61468F
PA719100,10.179564726362962,0.01148928201019754,PO800538,Ardouin,Jean-Philippe,M.,RE,#61468F
PA719108,20.841767708444337,-3.001096174195944,PO800538,Gérard,Raphaël,M.,RE,#61468F
PA719118,10.517573625674098,0.4042125583799372,PO800538,Cormier-Bouligeon,François,M.,RE,#61468F
PA719138,-7.36576026039421,-1.4174747560207137,PO800532,Castellani,Michel,M.,LIOT,#F8D434
PA719146,-6.361137458229506,-0.9125540873699937,PO800532,Acquaviva,Jean-Félix,M.,LIOT,#F8D434
PA719154,12.297922020002744,-1.3106634051573378,PO800538,Martin,Didier,M.,RE,#61468F
PA719186,13.745123288138638,-0.13700151812957623,PO800538,Khattabi,Fadila,Mme,RE,#61468F
PA719202,5.429242380323729,-1.847601605415582,PO800538,Paris,Didier,M.,RE,#61468F
PA719266,9.19612552600033,-0.4186422285103284,PO800484,Cubertafon,Jean-Pierre,M.,DEM,#CE5215
PA719272,0.9094317920467413,3.5232705804001756,PO800508,Meunier,Frédérique,Mme,LR,#4565AD
PA719286,-8.156355573754947,-0.6786811232099517,PO800532,Colombani,Paul-André,M.,LIOT,#F8D434
PA719294,17.279063361670488,-4.004393741777607,PO800538,Clapot,Mireille,Mme,RE,#61468F
PA719318,3.1366291704220295,6.5360326327609375,PO800508,Anthoine,Emmanuelle,Mme,LR,#4565AD
PA719338,16.75887275880044,-1.640715621042494,PO800538,Melchior,Graziella,Mme,RE,#61468F
PA719372,18.720415296734174,-0.6866718121324568,PO800538,Kasbarian,Guillaume,M.,RE,#61468F
PA719382,16.93282710861082,-1.5249290531757453,PO800514,Lamirault,Luc,M.,HOR,#32B3CA
PA719388,17.057484610805602,-1.6173031827977493,PO800538,Le Meur,Annaïg,Mme,RE,#61468F
PA719396,7.975298954147142,-0.038150026749735555,PO800514,Larsonneur,Jean-Charles,M.,HOR,#32B3CA
PA719404,9.887313656965368,0.1581862942219744,PO800538,Le Gac,Didier,M.,RE,#61468F
PA719412,8.844722495297631,-4.614032693518142,PO800538,Le Feur,Sandrine,Mme,RE,#61468F
PA719436,-10.830164050653305,13.408456675789726,PO800520,Meizonnet,Nicolas,M.,RN,#35495E
PA719472,19.868569797018957,-3.4965681190320104,PO800538,Cazeneuve,Jean-René,M.,RE,#61468F
PA719488,9.152322685337628,-0.9278059876005218,PO800484,Berta,Philippe,M.,DEM,#CE5215
PA719512,16.96346880504111,-1.8232310931845441,PO800538,Vignon,Corinne,Mme,RE,#61468F
PA719528,9.88200439932631,1.2461712615664238,PO800514,Portarrieu,Jean-François,M.,HOR,#32B3CA
PA719550,17.052612474063267,-2.0438641654685425,PO800538,Tanguy,Liliana,Mme,RE,#61468F
PA719558,14.571435756715553,-1.6173230146905713,PO800484,Balanant,Erwan,M.,DEM,#CE5215
PA719578,-10.888614964252557,-3.6270424670012034,PO800490,Prud'homme,Loïc,M.,LFI-NUPES,#E42313
PA719600,12.350536486059962,-0.09372074761311319,PO800538,Poulliat,Éric,M.,RE,#61468F
PA719608,-1.4279780004712652,18.455126380192365,PO793087,Ménard,Emmanuelle,Mme,NI,#8D949A
PA719632,10.960259027708565,-2.078190186427353,PO800538,Panonacle,Sophie,Mme,RE,#61468F
PA719640,19.730595383418446,-4.273919288069603,PO800484,Mette,Sophie,Mme,DEM,#CE5215
PA719664,13.292476354207428,-2.2865691913622603,PO800538,Lavergne,Pascal,M.,RE,#61468F
PA719672,10.538856073966828,-0.1582714039886025,PO800538,Sorez,Philippe,M.,RE,#61468F
PA719718,9.978393549707818,-1.8362822579368727,PO800538,Maillart-Méhaignerie,Laurence,Mme,RE,#61468F
PA719756,21.253971140280097,-1.844629039588487,PO800538,Le Nabour,Christine,Mme,RE,#61468F
PA719778,9.494234278666912,-0.2529926158402556,PO800514,Jolivet,François,M.,HOR,#32B3CA
PA719798,16.589563962965844,-0.6246687884253311,PO800538,Labaronne,Daniel,M.,RE,#61468F
PA719814,18.33842233039546,-0.8128687169370363,PO800538,Colboc,Fabienne,Mme,RE,#61468F
PA719822,11.323425650575917,-0.8719405861387923,PO800484,Thillaye,Sabine,Mme,DEM,#CE5215
PA719866,13.495005853255659,-1.7732475792386981,PO800538,Abadie,Caroline,Mme,RE,#61468F
PA719874,9.946458139533858,1.2881387026960283,PO800484,Jacquier-Laforge,Élodie,Mme,DEM,#CE5215
PA719882,15.357075506965803,-2.9509247002155674,PO800538,Meynier-Millefert,Marjolaine,Mme,RE,#61468F
PA719890,20.3598561617798,-3.529717053253367,PO800538,Brulebois,Danielle,Mme,RE,#61468F
PA719910,12.878698306766793,0.7511188607674695,PO800538,Belhamiti,Mounir,M.,RE,#61468F
PA719918,6.769045656517202,-0.34289595000393647,PO800484,Lainé,Fabien,M.,DEM,#CE5215
PA719922,9.132731312669263,-1.2075495464409232,PO800538,Causse,Lionel,M.,RE,#61468F
PA719930,-12.485227911365191,-6.789037787805919,PO800496,Vallaud,Boris,M.,SOC,#DF84B5
PA720006,12.612720688077175,-1.6654411961577154,PO800484,Geismar,Luc,M.,DEM,#CE5215
PA720014,16.33007753079233,-5.199034577258547,PO800538,Tiegna,Huguette,Mme,RE,#61468F
PA720022,13.993149226237847,-0.7112279199774549,PO800538,Lauzzana,Michel,M.,RE,#61468F
PA720038,17.199862266441556,-2.3355911769979656,PO800484,Josso,Sandrine,Mme,DEM,#CE5215
PA720054,8.655707434967907,-0.3317012180675787,PO800538,Haury,Yannick,M.,RE,#61468F
PA720066,15.552586385403885,-1.0643969810768232,PO800538,Rist,Stéphanie,Mme,RE,#61468F
PA720074,8.790579007695255,-0.1355274372782752,PO800538,Janvier,Caroline,Mme,RE,#61468F
PA720092,-1.0881912358050672,-1.6967058991551793,PO800484,Ramos,Richard,M.,DEM,#CE5215
PA720100,0.15148191184509185,2.2643886722452327,PO800508,Pradié,Aurélien,M.,LR,#4565AD
PA720138,4.757045609020582,-1.147255886883418,PO800538,Saint-Paul,Laetitia,Mme,RE,#61468F
PA720146,19.02718237606073,-2.0842382041082694,PO800538,Masséglia,Denis,M.,RE,#61468F
PA720154,17.687858387159814,-3.178674146449477,PO800538,Dubré-Chirat,Nicole,Mme,RE,#61468F
PA720162,7.361826967756993,-3.470430619771592,PO800484,Bolo,Philippe,M.,DEM,#CE5215
PA720174,11.063260826259082,-1.3684004033084092,PO800538,Guillemard,Philippe,M.,RE,#61468F
PA720190,11.42344300823133,-0.6267031791887205,PO800538,Sorre,Bertrand,M.,RE,#61468F
PA720222,19.345168578649893,-1.524089755913955,PO800538,Girardin,Éric,M.,RE,#61468F
PA720230,13.585189608412099,-1.8899400840972087,PO800514,Magnier,Lise,Mme,HOR,#32B3CA
PA720256,14.19195132055258,-1.6332954676074665,PO800484,Bannier,Géraldine,Mme,DEM,#CE5215
PA720286,-16.75252000946876,-5.820317480859871,PO800490,Fiat,Caroline,Mme,LFI-NUPES,#E42313
PA720334,15.66230614871165,-3.3016784658608334,PO800484,Pahun,Jimmy,M.,DEM,#CE5215
PA720342,16.39210554673934,-1.9934984700311595,PO800538,Le Peih,Nicole,Mme,RE,#61468F
PA720354,8.2811358419841,0.43624646757054913,PO800538,Jacques,Jean-Michel,M.,RE,#61468F
PA720362,12.763673513680041,-0.34758198878343505,PO800538,Belhaddad,Belkhir,M.,RE,#61468F
PA720370,8.638798820866006,0.2844012663948982,PO800538,Mendes,Ludovic,M.,RE,#61468F
PA720386,1.6216448379567012,7.42929030574903,PO800508,Di Filippo,Fabien,M.,LR,#4565AD
PA720414,12.808828292787231,0.17035880584931745,PO800538,Perrot,Patrice,M.,RE,#61468F
PA720422,-11.804404744065266,-4.922026540284601,PO800490,Quatennens,Adrien,M.,LFI-NUPES,#E42313
PA720430,-18.761165455816148,-7.364476258603498,PO800490,Bernalicis,Ugo,M.,LFI-NUPES,#E42313
PA720446,15.066750861010682,-0.5812166967964532,PO800538,Liso,Brigitte,Mme,RE,#61468F
PA720468,-8.616567015333445,7.664640424436245,PO800520,Chenu,Sébastien,M.,RN,#35495E
PA720480,12.36595022304901,-1.3139228116218644,PO800538,Parmentier-Lecocq,Charlotte,Mme,RE,#61468F
PA720552,10.361747158440085,-0.8908360461796634,PO800514,Rauch,Isabelle,Mme,HOR,#32B3CA
PA720560,12.643761745310215,-2.9003172917149023,PO800484,Goulet,Perrine,Mme,DEM,#CE5215
PA720586,3.1190849311887403,6.6281645199382915,PO800508,Vatin,Pierre,M.,LR,#4565AD
PA720614,-9.635663336433097,9.245973776268585,PO800520,Le Pen,Marine,Mme,RN,#35495E
PA720630,3.5480425157335946,9.35149865725607,PO800508,Minot,Maxime,M.,LR,#4565AD
PA720644,-2.9714662042774522,2.58568419580883,PO800508,Nury,Jérôme,M.,LR,#4565AD
PA720668,-9.543026523022334,8.692487767092386,PO800520,Blairy,Emmanuel,M.,RN,#35495E
PA720684,0.1593504915850626,3.216668594517719,PO800508,Dumont,Pierre-Henri,M.,LR,#4565AD
PA720692,-8.127278788343899,-2.5410068783247386,PO800502,Roussel,Fabien,M.,GDR-NUPES,#991414
PA720696,-3.0867431345207486,0.32164219451911047,PO800532,Descamps,Béatrice,Mme,LIOT,#F8D434
PA720704,5.209064987523641,1.201506955410877,PO800484,Vichnievsky,Laurence,Mme,DEM,#CE5215
PA720720,12.091093208929085,0.09439545601903743,PO800484,Poueyto,Josy,Mme,DEM,#CE5215
PA720728,16.650387315445958,-1.953207787076278,PO800484,Mattei,Jean-Paul,M.,DEM,#CE5215
PA720754,17.865202155784626,-2.530918851291218,PO800538,Studer,Bruno,M.,RE,#61468F
PA720764,11.863745809990894,-0.6267190772108591,PO800484,Lasserre,Florence,Mme,DEM,#CE5215
PA720772,11.988160871009839,-2.5666909423517734,PO800484,Bru,Vincent,M.,DEM,#CE5215
PA720822,-9.145110634809171,7.246406739238678,PO800520,Bilde,Bruno,M.,RN,#35495E
PA720838,-10.716437995022083,-4.4940205746610316,PO800502,Bourouaha,Soumya,Mme,GDR-NUPES,#991414
PA720846,-19.683719186921888,-9.917972895425757,PO800490,Lachaud,Bastien,M.,LFI-NUPES,#E42313
PA720862,15.939434898755959,-1.568229142469534,PO800538,Descrozaille,Frédéric,M.,RE,#61468F
PA720892,-19.672291926853454,-8.364155456868081,PO800490,Panot,Mathilde,Mme,LFI-NUPES,#E42313
PA720900,13.883262107347315,-1.931187460325106,PO800538,Rilhac,Cécile,Mme,RE,#61468F
PA720908,4.858897434740566,0.1683979483303652,PO800514,Moutchou,Naïma,Mme,HOR,#32B3CA
PA720932,18.341538492401792,-2.085177161760277,PO800538,Da Silva,Dominique,M.,RE,#61468F
PA720952,-7.788178988860647,-4.114703296225271,PO800526,Taché,Aurélien,M.,ECOLO,#77AA79
PA720960,-5.422176109116688,-0.7751323375913379,PO800532,Serva,Olivier,M.,LIOT,#F8D434
PA720976,-5.6240271727927,-0.48082160328884627,PO800532,Mathiasin,Max,M.,LIOT,#F8D434
PA720992,-6.107480508987241,-1.9351991337120202,PO800502,William,Jiovanny,M.,GDR-NUPES,#991414
PA721004,9.625645022876313,1.1968417365769985,PO800538,Lakrafi,Amélia,Mme,RE,#61468F
PA721024,16.96667738589617,-0.24467194227071803,PO800538,Genetet,Anne,Mme,RE,#61468F
PA721046,-2.8381933713173524,2.1408907160629824,PO800532,Bassire,Nathalie,Mme,LIOT,#F8D434
PA721062,-12.328033232653086,-5.0936237650478855,PO800490,Ratenon,Jean-Hugues,M.,LFI-NUPES,#E42313
PA721094,8.160794051503373,-4.1385034069716475,PO800538,Dunoyer,Philippe,M.,RE,#61468F
PA721118,-7.569942622996293,-2.6748241835901148,PO800502,Brotherson,Moetai,M.,GDR-NUPES,#991414
PA721150,10.822030631050563,-0.2694333132720924,PO800538,Holroyd,Alexandre,M.,RE,#61468F
PA721158,10.712459959786512,-1.9564389711227927,PO800538,Anglade,Pieyre-Alexandre,M.,RE,#61468F
PA721170,9.184688079907334,-1.5665202843944657,PO800538,Vojetta,Stéphane,M.,RE,#61468F
PA721182,13.550076909889636,-0.7138013528821465,PO800484,Petit,Frédéric,M.,DEM,#CE5215
PA721202,-14.569271853927354,-6.1123745228161,PO800490,Coquerel,Éric,M.,LFI-NUPES,#E42313
PA721210,-16.171245812402496,-6.527296896573198,PO800490,Corbière,Alexis,M.,LFI-NUPES,#E42313
PA721234,10.348576902717758,-0.5091589986669134,PO800484,Petit,Maud,Mme,DEM,#CE5215
PA721262,6.667025119270581,-0.6357365899439252,PO800538,Vuilletet,Guillaume,M.,RE,#61468F
PA721270,-12.165156348044029,-5.626921931372808,PO800502,Peu,Stéphane,M.,GDR-NUPES,#991414
PA721296,15.999821659273422,-1.6957623348570845,PO800538,Gouffier Valente,Guillaume,M.,RE,#61468F
PA721314,-2.886741094302362,0.7301818283828904,PO800508,Schellenberger,Raphaël,M.,LR,#4565AD
PA721328,13.928908439736007,-0.4912340366234508,PO800538,Brugnera,Anne,Mme,RE,#61468F
PA721336,8.111466548093976,0.159629119298747,PO800484,Brocard,Blandine,Mme,DEM,#CE5215
PA721410,2.6845725099871816,5.952310839641411,PO800508,Bonnivard,Émilie,Mme,LR,#4565AD
